,author,title,source,date,target
9590,By Riley Snyder ,"Says ""Joe Heck voted 10 times to defund Planned Parenthood ... and Heck opposes a woman's right to choose, even when her health is at risk.""",Catherine Cortez Masto," September 6, 2016",mostly-true
9591,By Miriam Valverde ,"The Secure Communities Program and 287(g) immigration programs ""were programs that worked"" but were ""recklessly gutted"" by the Obama administration.",Donald Trump," September 6, 2016",half-true
9592,By Linda Qiu ,"""The Clinton Foundation gives less than 10 (percent in direct aid). In 2013, they raised 140 million bucks, gave $9 million to people in direct aid.""",Alex Castellanos," September 6, 2016",barely-true
9593,By Sean Gorman ,"""Undocumented workers crossing the border right now is at a 12-year low.""",Gary Johnson," September 6, 2016",mostly-true
9594,By Linda Qiu ,"""Donald Trump’s been completely consistent"" about his plan for nonviolent undocumented immigrants.",Mike Pence," September 4, 2016",false
9595,By Angie Drobnic Holan ,"Says Hillary Clinton ""wants to increase Syrian refugees to this country by 550 percent.""",Mike Pence," September 4, 2016",true
9596,By Will Doran ,"""Under Pat McCrory, (North Carolina) has fallen to 41st in teacher pay.""",Roy Cooper," September 2, 2016",barely-true
9597,By C. Eugene Emery Jr. ,"Says ""Hillary Clinton has pledged amnesty in her first 100 days, and her plan will provide Obamacare, Social Security, and Medicare for illegal immigrants, breaking the federal budget.""",Donald Trump," September 2, 2016",barely-true
9598,By Louis Jacobson ,"""Since 2013 alone, the Obama administration has allowed 300,000 criminal aliens to return back into United States communities. These are individuals encountered or identified by (Immigration and Customs Enforcement), but who were not detained or processed for deportation because it wouldn't have been politically correct.""",Donald Trump," September 2, 2016",half-true
9599,By Joshua Gillin ,"""Sen. Rubio has the worst vote attendance record of any Florida senator in nearly 50 years.""",Patrick Murphy," September 2, 2016",mostly-true
9600,By W. Gardner Selby ,"Child care costs ""in some states now exceed the average price tag for college tuition.""",Donna Howard," September 2, 2016",true
9601,By Dan Clark ,"Tom Reed ""has actually voted for every single trade deal that has ever come before him in any form.""",John Plumb," September 2, 2016",true
9602,By W. Gardner Selby ,"Says that in 2015, ""illegal"" immigrants accounted for 75 percent of federal drug possession convictions and 5 percent to 30 percent of convictions for murder and kidnapping plus two other crimes.",Sean Hannity," September 2, 2016",true
9603,By Kaylee Tornay ,"""As the election tracker FiveThirtyEight has reported, whoever wins Pennsylvania will be our next President.""",Rob Gleason," September 2, 2016",barely-true
9604,By Jonathan Anderson ,"Under the current procedure, if someone ""on a terror watch list"" tries to buy a gun, authorities are notified.",Paul Ryan," September 2, 2016",half-true
9605,By Chris Nichols ,"California’s Prop 60, which would require condom use in adult films, would put ""workers in the adult film industry at risk for lawsuits and harassment.""",No on 60 campaign against condom requirement in adult films," September 2, 2016",half-true
9606,By W. Gardner Selby ,"""The Dallas Cowboys can’t put a sticker on their helmets for the 5 police officers who were killed.""",James Woods," September 1, 2016",true
9607,By Dylan Baddour ,"Says Alex Jones ""said that the victims of the Sandy Hook massacre were child actors and no one was actually killed there.""",Hillary Clinton," September 1, 2016",true
9608,By Allison Graves ,"""There are at least 23 countries that refuse to take their people back after they’ve been ordered to leave the United States, including large numbers of violent criminals.""",Donald Trump," September 1, 2016",mostly-true
9609,By Nadia Pflaum ,"""And while (Ted) Strickland proposed cuts for services for children, he wasted over $250,000 remodeling his bathrooms at the governor’s mansion.""",National Republican Senatorial Committee," September 1, 2016",pants-fire
9610,By Matt Dietrich ,"Democrats ""are cutting our school funding. Four times in the last 10 years before we came into office.""",Bruce Rauner," September 1, 2016",barely-true
9611,By Lauren Carroll ,"""The Clinton Foundation is a charity where President and Secretary Clinton and their daughter, they take no salary, they get no money from it, they take no personal benefit from it.""",Hilary Rosen," September 1, 2016",mostly-true
9612,By Will Doran ,"Says Gov. Pat McCrory ""tried to cut education funding to its lowest budget share in over 30 years.""",Roy Cooper," September 1, 2016",half-true
9613,By Linda Qiu ,"The number of illegal immigrants ""could be 3 million. It could be 30 million.""",Donald Trump," September 1, 2016",pants-fire
9614,By Miriam Valverde ,"""Illegal immigration costs our country more than $113 billion a year.""",Donald Trump," September 1, 2016",barely-true
9615,By Linda Qiu ,"The Clinton Foundation ""took steps that went above and beyond all legal requirements and, indeed, all standard requirements followed by every other charitable organization.""",Hillary Clinton," August 31, 2016",half-true
9616,By Alan Gathright ,"Says GOP U.S. Senate candidate Darryl Glenn ""wants to eliminate the Department of Education"" and jeopardize college funding for 320,000 Coloradans.",Colorado Democratic Party," August 31, 2016",true
9617,By C. Eugene Emery Jr. ,"""Hillary Clinton wants to shut down family farms"" using ""radical regulation,"" by raising business tax ""rates as high as nearly 50 percent"" and by taxing ""family farms again at death by as much as 45 percent.""",Donald Trump," August 31, 2016",false
9618,By Louis Jacobson ,"""It has been 269 days since (Hillary) Clinton has held a press conference.""",Donald Trump," August 31, 2016",mostly-true
9619,By Jim Tharpe ,"Both the Democratic and Republican candidates for president in 2016 are ""quite unpopular.""",Jimmy Carter," August 31, 2016",true
9620,By Tom Kertscher ,"Milwaukee has ""the highest incarceration rate among African-American men in the country.""",Gwen Moore," August 31, 2016",half-true
9621,By Dan Clark ,"Lee Zeldin ""missed 2/3rds of Veterans Affairs Hearings""",Anna Throne-Holst," August 30, 2016",false
9622,By C. Eugene Emery Jr. ,"Says U.S. Rep. Bruce Poliquin voted to ""force seniors to pay more for prescription drugs.""",End Citizens United," August 30, 2016",half-true
9623,By Louis Jacobson ,"""Inner-city crime is reaching record levels.""",Donald Trump," August 30, 2016",pants-fire
9624,By Nadia Pflaum ,"As the number of vaccines administered to children has increased in the United States, so has the autism rate.",Viral image," August 29, 2016",false
9625,By Allison Graves ,"""Her campaign and her supporters in her campaign were the ones that borne out the birther movement.""",Reince Priebus," August 29, 2016",half-true
9626,By Miriam Valverde ,"""They were going to build the wall a while ago, not so long ago, like in '06. And they couldn't get environmental impact statements.""",Donald Trump," August 29, 2016",barely-true
9627,By Sean Gorman ,On drilling off the Atlantic coast,Tim Kaine," August 29, 2016",full-flop
9628,By Adam Thorp ,"""None of the polls being conducted right now have us on the top line. None of them. It's always Trump and Clinton and then second question, third question. ... If we were included in the top line, as Johnson/Trump/Clinton, we'd be at 20 percent.""",Gary Johnson," August 29, 2016",false
9629,By Allison Graves ,"Says Hillary Clinton ""voted to raise taxes on workers earning as little as $41,500.""",Republican Party of Florida," August 29, 2016",barely-true
9630,By Sean Gorman ,"As governor, Tim Kaine ""oversaw a huge increase in illegal immigration, a tremendous increase.""",Donald Trump," August 29, 2016",false
9631,By Allison Graves ,"Says Hillary Clinton ""is the one that labeled African-American youth as ‘superpredators.’""",Reince Priebus," August 28, 2016",mostly-true
9632,By Linda Qiu ,"Says ""Donald Trump himself contributed $100,000"" to the Clinton Foundation.",David Plouffe," August 28, 2016",mostly-true
9633,By W. Gardner Selby ,"""All of Texas is conservative, except a little bit of Austin.""",Sean Hannity," August 26, 2016",false
9634,By Eleanor Dearman ,"Says there are ""concrete examples"" of University of Texas job applicants or prospective applicants and students as well as invited speakers changing their minds because of handguns being allowed in campus buildings and classrooms.",Lisa Moore," August 26, 2016",true
9635,By Lauren Carroll ,"""Parents and teachers are already worrying about what they call the ‘Trump Effect.’ They report that bullying and harassment are on the rise in our schools, especially targeting students of color, Muslims and immigrants.""",Hillary Clinton," August 26, 2016",mostly-true
9636,By Joshua Gillin ,"Says Hillary Clinton ""wants to raise taxes on African-American owned businesses to as much as nearly 50 percent more than they're paying now.""",Donald Trump," August 26, 2016",false
9637,By Dan Clark ,"On job creation numbers in the latest Start-Up NY report: ""This is a significant number of overcounts in the compilation that I’ve looked at.""",Robin Schimminger," August 26, 2016",false
9638,By Tom Kertscher ,"Says ""President Obama’s proposed oil tax would cost consumers 24 cents a gallon.""",Paul Ryan," August 26, 2016",mostly-true
9639,By Chris Nichols ,"""Prop 56 cheats schools out of at least $600 million.""",No on 56 campaign," August 26, 2016",barely-true
9640,By Alison Dirr ,"Says Ron Johnson ""voted five times for tax breaks that help companies ship Wisconsin jobs overseas.""",Russ  Feingold," August 26, 2016",false
9641,By Madeleine Doubek ,"Chicago Public Schools ""lead the country in high school graduation of an urban school system,"" ""match the United States of America in kids graduating high school going on to a four-year college,"" and are ""producing eighth-grade leaders in the country in math gains, fourth-grade leaders in reading gains.""",Rahm Emanuel," August 25, 2016",mostly-true
9642,By Linda Qiu ,"The Hollywood celebrities endorsing Hillary Clinton are ""in many cases celebrities that aren’t very hot anymore.""",Donald Trump," August 25, 2016",barely-true
9643,By Will Doran ,"Says in Washington, D.C., Sen. Richard Burr ""took millions from special interests, went there and cashed in, voted to cut (his) own taxes and raise taxes on working folks.""",Deborah Ross," August 25, 2016",half-true
9644,By Riley Snyder ,"""In Congress, (Cresent Hardy) voted to defund DACA.""",Ruben Kihuen," August 25, 2016",half-true
9645,By W. Gardner Selby ,"""One third of all federal prisoners today are illegal immigrants.""",Lamar Smith," August 25, 2016",barely-true
9646,By Louis Jacobson ,"""Since President Obama came into office, another 2 million Hispanics have joined the ranks of those in poverty. … The number of Hispanic children living in poverty increased by 15 percent in that short period of time.""",Donald Trump," August 25, 2016",barely-true
